Animal,Age,Gender,Breed,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Symptom_Coughing,Symptom_Lameness,Category,Disease
Dog,10.5,Female,Mixed,13.2,6.0,13.8,331.0,109.0,27.0,21.0,24.0,0.9,1,0,0,0,0,0,0,0,Viral,Kennel Cough
GuineaPig,8.5,Female,Crossbreed,7.2,4.3,14.7,222.0,90.0,52.0,47.0,20.0,1.1,0,0,0,0,0,0,0,0,Parasitic,Coccidia
Duck,14.9,Female,Mixed,7.1,6.2,15.6,333.0,115.0,23.0,46.0,29.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Cardiomyopathy
Cattle,4.1,Female,Mixed,8.0,5.3,15.8,232.0,110.0,34.0,43.0,16.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Turkey,0.9,Female,Crossbreed,11.8,6.6,12.9,246.0,84.0,26.0,20.0,27.0,1.4,1,0,0,0,0,0,0,0,Viral,Hemorrhagic Enteritis
Turkey,8.6,Male,Crossbreed,6.8,6.2,14.9,218.0,115.0,34.0,32.0,27.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Horse,4.7,Male,Purebred,7.4,5.1,15.4,377.0,101.0,54.0,48.0,25.0,1.1,0,0,0,1,0,0,0,0,Gastrointestinal,Gastric Ulcers
Turkey,3.0,Female,Crossbreed,8.5,7.0,15.6,341.0,111.0,37.0,32.0,22.0,0.9,0,0,0,0,0,0,1,0,Respiratory,Mycoplasmosis
Pig,4.0,Male,Purebred,13.7,6.8,15.4,249.0,104.0,44.0,32.0,20.0,1.1,0,0,0,0,0,0,0,0,Bacterial,Swine Erysipelas
Turkey,14.1,Female,Purebred,6.1,4.7,15.0,341.0,108.0,39.0,21.0,30.0,1.5,0,0,0,0,0,0,0,0,Parasitic,Roundworm
Rabbit,1.4,Male,Crossbreed,14.1,6.5,14.4,234.0,91.0,22.0,46.0,29.0,1.0,1,0,0,0,0,0,0,0,Viral,Myxomatosis
Turtle,2.0,Male,Crossbreed,9.6,6.5,12.9,391.0,109.0,62.0,43.0,24.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Kidney Disease
Chicken,8.0,Female,Mixed,10.7,6.8,12.9,397.0,113.0,58.0,28.0,24.0,0.9,1,0,0,0,0,0,0,0,Viral,Avian Influenza
Lizard,8.9,Male,Mixed,8.9,6.5,14.0,261.0,83.0,42.0,32.0,34.0,1.2,1,0,0,0,0,0,0,0,Bacterial,Aeromonas
Ferret,13.6,Female,Purebred,8.9,6.1,12.9,281.0,100.0,25.0,30.0,35.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Influenza
Duck,3.3,Male,Crossbreed,9.7,6.0,15.5,304.0,102.0,35.0,36.0,34.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Aspergillosis
Ferret,4.6,Male,Purebred,8.1,6.2,15.3,279.0,107.0,53.0,54.0,20.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Aspergillosis
Cat,9.0,Female,Purebred,7.8,6.7,15.3,382.0,166.0,65.0,28.0,24.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Chronic Kidney Disease
Sheep,0.6,Female,Crossbreed,9.2,5.6,14.6,220.0,114.0,50.0,36.0,28.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Laminitis
Chicken,11.2,Female,Mixed,7.7,5.0,12.3,277.0,88.0,53.0,47.0,34.0,1.4,0,0,1,1,0,0,0,0,Gastrointestinal,Pendulous Crop
Cattle,14.0,Male,Purebred,9.8,6.0,15.0,339.0,115.0,47.0,28.0,28.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Roundworm
Alpaca,3.4,Female,Mixed,7.2,6.2,14.5,346.0,83.0,54.0,25.0,17.0,1.1,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
GuineaPig,11.1,Female,Purebred,6.6,4.7,13.3,351.0,82.0,36.0,47.0,18.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Snake,14.6,Male,Crossbreed,9.6,5.9,14.7,370.0,123.0,42.0,26.0,31.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Fatty Liver
Parrot,8.0,Female,Crossbreed,7.4,5.4,15.5,283.0,149.0,57.0,50.0,21.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Obesity
Turtle,5.3,Female,Purebred,9.0,3.6,15.0,284.0,91.0,47.0,53.0,26.0,1.4,0,0,0,0,1,0,0,0,Parasitic,Mites
Dog,8.8,Male,Crossbreed,7.1,5.2,13.7,211.0,108.0,58.0,46.0,21.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Osteochondrosis
Fish,7.7,Female,Mixed,9.4,6.8,12.5,392.0,144.0,74.0,55.0,30.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Vitamin Deficiency
Sheep,7.6,Female,Crossbreed,7.8,6.6,14.4,256.0,96.0,58.0,52.0,17.0,1.2,0,0,1,0,0,0,0,0,Gastrointestinal,Bloat
Horse,8.8,Male,Purebred,10.7,6.2,14.1,283.0,82.0,55.0,55.0,27.0,1.0,0,0,0,0,0,0,0,0,Viral,Equine Herpesvirus
Turkey,1.4,Female,Crossbreed,6.2,4.5,14.1,371.0,116.0,45.0,59.0,30.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Cardiomyopathy
Alpaca,8.9,Male,Crossbreed,8.1,5.2,15.2,205.0,106.0,33.0,49.0,17.0,1.0,1,0,0,0,0,0,0,0,Bacterial,Clostridium Perfringens
Lizard,10.5,Female,Mixed,7.1,6.2,15.0,251.0,92.0,46.0,59.0,19.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Aspergillosis
GuineaPig,3.5,Male,Mixed,8.6,6.6,15.0,321.0,116.0,121.0,42.0,31.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Hypocalcemia
Dog,13.6,Male,Mixed,8.1,5.3,13.8,293.0,90.0,58.0,40.0,25.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Congestive Heart Failure
Fish,12.7,Female,Mixed,7.5,6.3,13.2,343.0,105.0,39.0,24.0,28.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Spinal Deformity
Parrot,3.7,Female,Crossbreed,8.9,4.6,15.7,227.0,95.0,38.0,23.0,22.0,0.9,0,0,0,0,0,0,0,0,Parasitic,Air Sac Mites
Turkey,11.8,Female,Mixed,7.3,4.8,12.5,297.0,100.0,38.0,51.0,17.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Goat,5.7,Male,Purebred,9.8,5.8,13.4,232.0,138.0,100.0,29.0,22.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Copper Deficiency
Ferret,2.3,Male,Purebred,6.5,5.7,12.1,359.0,114.0,37.0,34.0,19.0,0.8,0,0,0,0,0,0,0,0,Parasitic,Heartworm
Chicken,5.9,Male,Mixed,8.1,4.8,12.1,331.0,118.0,20.0,31.0,29.0,1.4,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
GuineaPig,2.2,Female,Purebred,16.4,6.0,14.2,368.0,106.0,49.0,52.0,25.0,1.5,1,0,0,0,0,0,0,0,Viral,Cavian Leukemia
Llama,1.5,Male,Mixed,18.3,6.7,14.7,322.0,120.0,59.0,52.0,17.0,1.1,1,0,0,0,0,0,0,0,Viral,Influenza A
Dog,14.9,Female,Mixed,6.5,5.5,13.8,304.0,84.0,23.0,21.0,20.0,1.4,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Cat,5.8,Female,Mixed,16.7,5.4,14.9,382.0,85.0,45.0,28.0,24.0,0.9,1,0,0,0,0,0,0,0,Viral,Feline Leukemia Virus
Turtle,13.5,Female,Crossbreed,11.3,6.1,13.3,300.0,82.0,37.0,31.0,32.0,1.1,1,0,0,0,0,0,0,0,Viral,Herpesvirus
Snake,12.8,Male,Crossbreed,12.9,5.2,12.2,348.0,95.0,36.0,43.0,35.0,0.9,1,0,0,0,0,0,0,0,Bacterial,Mycobacteriosis
Chicken,5.3,Female,Mixed,11.5,5.6,14.3,239.0,95.0,22.0,58.0,21.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Botulism
Alpaca,3.8,Male,Crossbreed,19.3,5.9,14.6,375.0,93.0,52.0,52.0,31.0,0.9,1,0,0,0,0,0,0,0,Bacterial,Brucellosis
Duck,1.8,Male,Mixed,9.2,5.3,14.5,322.0,80.0,37.0,48.0,19.0,1.4,0,0,1,0,0,0,0,0,Gastrointestinal,Sour Crop
Llama,5.3,Female,Purebred,9.1,5.6,13.4,302.0,103.0,32.0,60.0,30.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Turkey,5.3,Male,Crossbreed,6.2,6.3,13.4,244.0,100.0,32.0,29.0,27.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Sheep,5.1,Male,Purebred,6.3,4.7,12.9,288.0,96.0,45.0,45.0,23.0,0.9,0,0,0,0,1,0,0,0,Parasitic,Tapeworm
Pig,1.9,Female,Purebred,6.7,5.6,15.0,208.0,83.0,43.0,41.0,24.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Cat,1.7,Female,Crossbreed,7.0,5.8,13.5,337.0,98.0,34.0,45.0,26.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Thromboembolism
Pig,5.4,Male,Purebred,10.4,6.4,14.7,396.0,102.0,43.0,32.0,28.0,1.3,1,0,0,0,0,0,0,0,Bacterial,Anthrax
Rabbit,7.1,Female,Purebred,7.2,6.0,14.9,284.0,118.0,21.0,30.0,18.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Pasteurellosis
GuineaPig,3.5,Male,Crossbreed,8.5,5.3,14.9,218.0,108.0,54.0,58.0,16.0,0.8,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Alpaca,4.4,Male,Mixed,15.1,5.5,16.0,209.0,98.0,42.0,39.0,25.0,1.5,1,0,0,0,0,0,0,0,Bacterial,Johne Disease
GuineaPig,12.4,Male,Purebred,7.1,4.8,12.2,284.0,83.0,32.0,58.0,30.0,1.3,0,0,0,0,1,0,0,0,Parasitic,Coccidia
Sheep,4.7,Female,Crossbreed,8.8,5.5,13.6,257.0,88.0,23.0,34.0,17.0,1.2,0,0,0,0,0,0,0,0,Respiratory,Pneumonia
Lizard,4.9,Male,Purebred,6.4,6.0,14.3,322.0,116.0,56.0,53.0,30.0,1.4,0,0,0,0,1,0,0,0,Parasitic,Internal Worms
Cattle,7.8,Female,Mixed,18.0,6.0,12.9,234.0,113.0,49.0,49.0,17.0,1.2,1,0,0,0,0,0,0,0,Viral,Rabies
Fish,1.5,Female,Purebred,6.7,6.9,15.3,216.0,98.0,23.0,33.0,22.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Swim Bladder Issues
Llama,13.2,Male,Purebred,8.6,6.9,12.4,240.0,86.0,47.0,52.0,20.0,1.5,1,0,0,0,0,0,0,0,Viral,Bovine Viral Diarrhea
Lizard,11.4,Female,Purebred,7.2,5.3,12.5,255.0,110.0,59.0,41.0,22.0,1.4,0,0,0,0,0,0,0,0,Musculoskeletal,Fractures
Cattle,1.9,Female,Purebred,14.6,5.9,12.1,342.0,88.0,24.0,54.0,25.0,1.3,1,0,0,0,0,0,0,0,Viral,Rabies
Chicken,8.6,Male,Purebred,11.9,5.6,13.6,232.0,80.0,50.0,54.0,20.0,0.8,0,0,0,0,0,0,0,0,Bacterial,E.coli Infection
Horse,9.2,Male,Purebred,11.9,6.9,12.8,370.0,90.0,30.0,25.0,32.0,1.3,1,0,0,0,0,0,0,0,Bacterial,Strangles
Fish,1.2,Male,Purebred,6.1,6.5,13.6,201.0,92.0,34.0,59.0,28.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Gill Disease
Ferret,4.6,Male,Mixed,6.6,4.2,13.0,282.0,105.0,34.0,38.0,19.0,0.8,0,0,0,0,0,0,0,0,Parasitic,Fleas
Turtle,2.1,Male,Crossbreed,6.5,6.0,13.4,368.0,105.0,49.0,56.0,24.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Hypocalcemia
Llama,6.9,Female,Mixed,12.0,5.3,13.5,394.0,115.0,45.0,28.0,33.0,1.0,1,0,0,0,0,0,0,0,Viral,Bluetongue
Cat,9.4,Male,Mixed,8.3,5.8,12.6,362.0,110.0,59.0,57.0,19.0,1.1,0,0,0,0,1,0,0,0,Parasitic,Tapeworm
Llama,7.5,Male,Mixed,8.5,5.5,15.9,347.0,109.0,55.0,21.0,27.0,1.4,0,0,0,0,0,0,0,0,Musculoskeletal,Laminitis
Turkey,7.1,Male,Crossbreed,7.5,6.6,14.5,305.0,80.0,37.0,26.0,24.0,1.5,0,0,1,1,0,0,0,0,Gastrointestinal,Ulcerative Enteritis
Turkey,7.3,Female,Mixed,8.8,6.0,12.4,271.0,82.0,47.0,33.0,30.0,1.1,0,0,0,1,0,0,0,0,Gastrointestinal,Coccidiosis GI
Lizard,6.0,Male,Crossbreed,9.8,5.6,13.0,353.0,81.0,22.0,53.0,26.0,1.1,0,0,0,0,0,0,0,0,Parasitic,Coccidia
Turkey,7.0,Female,Crossbreed,9.6,5.7,14.4,251.0,94.0,22.0,39.0,22.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Rabbit,4.6,Male,Crossbreed,7.1,5.9,15.2,366.0,86.0,101.0,37.0,26.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Ketosis
Llama,10.7,Male,Mixed,6.2,6.7,14.8,265.0,107.0,54.0,55.0,15.0,1.4,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Sheep,7.6,Female,Crossbreed,9.2,4.3,15.1,353.0,103.0,29.0,34.0,18.0,0.8,0,0,0,0,1,0,0,0,Parasitic,Lungworm
Turtle,10.9,Female,Purebred,6.1,6.1,14.8,306.0,85.0,53.0,33.0,33.0,1.4,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Lizard,8.1,Male,Mixed,9.2,5.1,13.7,332.0,111.0,59.0,27.0,22.0,0.9,0,0,0,0,1,0,0,0,Parasitic,Cryptosporidium
Duck,9.7,Male,Mixed,12.0,6.0,14.7,386.0,100.0,32.0,35.0,26.0,1.5,0,0,0,0,0,0,0,0,Viral,Reovirus
Parrot,2.0,Male,Mixed,9.6,4.0,14.0,319.0,97.0,23.0,22.0,24.0,1.4,0,0,0,0,0,0,0,0,Parasitic,Coccidia
Snake,13.5,Male,Purebred,8.6,6.6,14.2,219.0,114.0,25.0,30.0,32.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Septicemia Heart
Horse,6.7,Female,Crossbreed,7.0,5.3,13.3,391.0,101.0,38.0,40.0,35.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
Cattle,3.2,Male,Crossbreed,7.4,5.4,12.9,281.0,99.0,27.0,23.0,21.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Liver Fluke
Cat,1.8,Female,Mixed,9.6,6.6,12.9,300.0,117.0,26.0,20.0,20.0,1.4,0,0,0,0,0,0,0,0,Viral,Feline Leukemia Virus
Fish,14.0,Female,Crossbreed,7.5,6.3,14.1,386.0,103.0,54.0,23.0,32.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Cat,13.8,Male,Purebred,7.1,5.6,15.2,308.0,98.0,57.0,57.0,30.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Sheep,2.7,Female,Mixed,6.9,4.6,14.7,200.0,111.0,56.0,22.0,27.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
Ferret,14.9,Male,Purebred,6.1,5.5,12.6,200.0,101.0,35.0,45.0,19.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Fish,8.0,Female,Crossbreed,8.2,5.6,12.0,273.0,104.0,51.0,21.0,20.0,1.5,0,0,0,0,0,0,1,0,Respiratory,Gill Disease
Cat,2.3,Female,Crossbreed,14.8,6.8,14.8,302.0,93.0,34.0,34.0,33.0,0.9,1,0,0,0,0,0,0,0,Viral,Feline Panleukopenia
Cat,4.7,Male,Crossbreed,7.5,6.8,13.9,370.0,92.0,38.0,45.0,20.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Alpaca,11.6,Male,Crossbreed,9.8,4.8,12.2,340.0,90.0,33.0,28.0,21.0,1.4,0,0,0,0,0,0,0,0,Parasitic,Coccidia
Dog,5.2,Female,Purebred,6.7,5.8,14.2,367.0,113.0,54.0,43.0,26.0,1.4,0,0,0,0,0,0,1,0,Respiratory,Tracheal Collapse
Cat,13.3,Male,Mixed,9.2,5.7,15.5,264.0,137.0,57.0,28.0,17.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Chronic Kidney Disease
Cat,8.7,Female,Crossbreed,8.9,4.7,14.4,370.0,84.0,27.0,31.0,33.0,1.5,0,0,0,0,1,0,0,0,Parasitic,Hookworm
Ferret,10.2,Male,Purebred,9.8,6.1,13.1,389.0,113.0,46.0,60.0,20.0,1.4,1,0,0,0,0,0,0,0,Viral,Rabies
Alpaca,12.7,Female,Crossbreed,6.8,6.0,14.2,217.0,108.0,72.0,37.0,29.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Hepatic Lipidosis
Lizard,13.1,Male,Purebred,8.3,5.3,15.3,284.0,109.0,37.0,20.0,23.0,0.9,0,0,1,1,0,0,0,0,Gastrointestinal,Impaction
Pig,14.4,Male,Purebred,6.3,6.8,12.8,373.0,110.0,54.0,30.0,31.0,1.2,0,0,0,0,0,0,0,0,Musculoskeletal,Osteochondrosis
Fish,12.4,Male,Mixed,8.8,6.1,14.8,294.0,108.0,21.0,22.0,33.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Fungal Gill Infection
Sheep,8.2,Female,Crossbreed,8.9,6.7,15.6,303.0,137.0,70.0,50.0,32.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Urolithiasis
Goat,11.4,Female,Purebred,9.2,4.9,14.2,241.0,103.0,46.0,21.0,16.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Pig,7.4,Female,Purebred,8.1,6.6,12.9,260.0,111.0,73.0,25.0,29.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Mulberry Heart
Chicken,2.5,Female,Crossbreed,7.7,6.2,15.6,331.0,118.0,55.0,25.0,15.0,1.1,0,0,1,1,0,0,0,0,Gastrointestinal,Sour Crop
Turkey,14.9,Female,Mixed,9.5,5.1,13.1,275.0,108.0,46.0,27.0,30.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Septic Arthritis
Horse,9.7,Male,Mixed,10.0,4.9,12.2,206.0,114.0,40.0,35.0,21.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
Ferret,4.8,Female,Purebred,7.0,6.1,12.3,333.0,98.0,43.0,27.0,24.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Heartworm Disease
Sheep,2.3,Female,Crossbreed,8.0,5.4,15.0,317.0,100.0,57.0,43.0,25.0,1.4,0,0,0,0,0,0,0,0,Cardiovascular,Valvular Disease
Pig,10.9,Male,Crossbreed,7.7,5.8,12.0,273.0,114.0,56.0,32.0,20.0,1.1,0,0,0,0,0,0,0,0,Parasitic,Trichinosis
Dog,7.6,Female,Purebred,9.0,5.4,14.8,377.0,101.0,39.0,52.0,18.0,1.0,0,0,1,1,0,0,0,0,Gastrointestinal,Pancreatitis
Ferret,14.1,Female,Purebred,7.4,5.5,15.6,254.0,85.0,25.0,40.0,30.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Arrhythmia
Dog,9.6,Female,Crossbreed,7.3,4.1,15.2,355.0,90.0,22.0,51.0,23.0,1.0,0,0,0,0,0,0,0,0,Parasitic,Giardia
Llama,4.1,Female,Mixed,14.5,6.2,14.1,349.0,109.0,22.0,25.0,19.0,1.2,1,0,0,0,0,0,0,0,Bacterial,Johne Disease
Duck,13.9,Female,Purebred,7.6,5.4,13.6,243.0,102.0,43.0,51.0,26.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Bumblefoot
Sheep,10.6,Female,Mixed,16.7,5.8,15.9,227.0,110.0,37.0,55.0,29.0,1.2,1,0,0,0,0,0,0,0,Viral,Rift Valley Fever
Pig,1.6,Male,Mixed,7.6,5.5,12.0,333.0,98.0,27.0,59.0,22.0,1.0,0,0,1,1,0,0,0,0,Gastrointestinal,Transmissible Gastroenteritis
Ferret,4.3,Female,Mixed,9.0,5.3,12.1,307.0,100.0,33.0,48.0,28.0,1.2,1,0,0,0,0,0,0,0,Bacterial,Campylobacter
Pig,7.5,Female,Mixed,6.7,5.6,14.5,303.0,87.0,56.0,40.0,31.0,1.0,0,0,1,1,0,0,0,0,Gastrointestinal,Transmissible Gastroenteritis
Ferret,14.2,Male,Crossbreed,9.5,5.5,15.6,341.0,94.0,29.0,27.0,21.0,0.9,1,0,0,0,0,0,0,0,Viral,Influenza
Ferret,6.4,Female,Crossbreed,8.8,6.3,12.6,339.0,80.0,48.0,42.0,20.0,1.4,0,0,1,1,0,0,0,0,Gastrointestinal,Proliferative Colitis
Snake,6.7,Male,Purebred,9.7,6.3,13.5,324.0,94.0,43.0,37.0,18.0,1.3,0,0,1,0,0,0,0,0,Gastrointestinal,Regurgitation
Turkey,13.9,Female,Mixed,6.5,5.6,13.6,366.0,148.0,125.0,39.0,18.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Fatty Liver
Ferret,12.3,Female,Purebred,9.3,5.3,14.3,352.0,90.0,45.0,30.0,19.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Arrhythmia
Alpaca,2.1,Male,Mixed,13.4,6.4,14.7,264.0,84.0,58.0,24.0,35.0,0.9,1,0,0,0,0,0,0,0,Viral,Equine Herpesvirus
Alpaca,14.3,Male,Crossbreed,7.1,7.0,13.9,252.0,105.0,37.0,54.0,15.0,1.5,0,0,0,0,0,0,0,0,Respiratory,Pneumonia
Cat,5.3,Male,Mixed,8.9,5.5,15.8,341.0,89.0,49.0,48.0,30.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Muscular Dystrophy
Llama,2.4,Male,Crossbreed,6.1,6.7,14.4,243.0,151.0,98.0,48.0,20.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Ketosis
Horse,2.8,Female,Crossbreed,8.3,6.0,13.6,381.0,127.0,97.0,35.0,22.0,1.5,0,0,0,0,0,0,0,0,Metabolic,Laminitis
Horse,14.0,Male,Purebred,8.3,5.3,13.5,220.0,100.0,58.0,34.0,16.0,1.2,0,0,1,1,0,0,0,0,Gastrointestinal,Impaction
Cattle,8.6,Female,Crossbreed,6.8,5.6,12.4,201.0,90.0,41.0,49.0,31.0,0.8,0,0,0,0,0,0,0,1,Musculoskeletal,Footrot
Horse,3.1,Female,Purebred,7.1,4.1,15.1,258.0,118.0,56.0,49.0,22.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Ascarids
Turtle,11.0,Female,Crossbreed,9.2,6.1,14.5,393.0,84.0,24.0,36.0,24.0,0.9,0,0,0,0,0,0,0,0,Respiratory,Pneumonia
Rabbit,10.7,Male,Purebred,6.6,5.6,13.4,319.0,104.0,57.0,27.0,30.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Heart Failure
Goat,10.8,Male,Crossbreed,8.4,6.3,14.7,224.0,147.0,38.0,50.0,16.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Urolithiasis
Horse,2.0,Male,Crossbreed,13.7,6.3,14.1,243.0,85.0,44.0,53.0,29.0,0.9,1,0,0,0,0,0,0,0,Viral,Equine Herpesvirus
Llama,7.6,Female,Purebred,6.7,5.1,13.0,388.0,96.0,41.0,49.0,22.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Dog,11.6,Male,Purebred,8.7,5.9,14.6,276.0,92.0,39.0,56.0,28.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Hip Dysplasia
Snake,4.3,Male,Purebred,7.7,5.5,12.7,382.0,97.0,55.0,26.0,30.0,0.9,0,0,0,1,0,0,0,0,Gastrointestinal,Regurgitation
Sheep,12.9,Male,Mixed,7.2,6.4,14.9,397.0,108.0,30.0,22.0,20.0,1.0,0,0,0,0,0,0,0,0,Musculoskeletal,Arthritis
Sheep,7.6,Male,Purebred,9.4,5.5,12.5,344.0,117.0,21.0,21.0,19.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Laminitis
Dog,3.8,Female,Mixed,10.5,5.5,14.7,353.0,103.0,23.0,22.0,19.0,1.0,0,0,0,0,0,0,0,0,Viral,Rabies
Parrot,14.6,Male,Purebred,11.2,6.7,13.4,213.0,96.0,46.0,35.0,24.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Mycobacteriosis
Duck,1.5,Male,Crossbreed,9.7,5.4,15.3,200.0,81.0,33.0,51.0,17.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Goat,5.1,Male,Mixed,12.9,6.4,12.5,296.0,91.0,35.0,53.0,34.0,1.0,1,0,0,0,0,0,0,0,Viral,Bluetongue
Duck,11.9,Male,Mixed,6.5,5.7,14.9,267.0,103.0,58.0,23.0,19.0,1.1,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Duck,5.1,Male,Mixed,12.8,7.0,15.0,298.0,92.0,57.0,41.0,29.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Pasteurellosis
Cat,1.1,Male,Crossbreed,9.2,6.6,14.4,210.0,102.0,36.0,41.0,30.0,1.2,0,0,0,1,0,0,0,0,Gastrointestinal,Enterocolitis
Dog,2.7,Female,Mixed,6.2,5.1,13.6,233.0,87.0,38.0,25.0,21.0,0.8,0,0,0,0,0,0,0,0,Cardiovascular,Mitral Valve Disease
Chicken,12.5,Male,Crossbreed,14.0,5.5,12.3,385.0,102.0,34.0,56.0,31.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Turtle,5.0,Female,Mixed,13.8,6.2,14.7,300.0,108.0,48.0,47.0,20.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Aeromonas
Alpaca,3.0,Male,Purebred,7.8,6.0,13.7,286.0,136.0,55.0,25.0,34.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Hepatic Lipidosis
Goat,5.1,Male,Crossbreed,8.6,5.5,14.4,318.0,116.0,32.0,28.0,20.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,White Muscle Disease
GuineaPig,11.1,Female,Purebred,14.1,5.6,16.0,293.0,81.0,23.0,23.0,16.0,1.0,0,0,0,0,0,0,0,0,Bacterial,Bordetella Bronchiseptica
Goat,3.5,Female,Mixed,6.7,6.8,12.0,288.0,81.0,56.0,25.0,28.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Lungworm Disease
GuineaPig,6.1,Female,Purebred,6.0,4.9,14.1,267.0,108.0,41.0,58.0,22.0,1.3,0,0,0,0,0,0,0,0,Parasitic,Lice
Llama,12.4,Female,Mixed,6.2,6.0,13.4,338.0,84.0,25.0,36.0,25.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Ferret,3.4,Male,Crossbreed,8.6,3.7,14.0,254.0,117.0,49.0,44.0,17.0,1.5,0,0,0,0,1,0,0,0,Parasitic,Giardia
Alpaca,13.3,Female,Crossbreed,6.5,5.6,12.2,344.0,109.0,34.0,51.0,28.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
